Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,Adjusted Filter Mass Recovered (g) ,Adjusted Filter Surface Area Recovered (cm2),Date(s) of Procedure,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ","(1) Confirmatory Post-Dry Weight (Optional, g) ","(2) Confirmatory Post-Dry Weight (Optional, g) ","Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) ,Date(s) of Procedure ,Crucible Number # ,Empty Crucible Weight,Subsample Weight (Filter + Sediment on Filter) ,Post-Burn Weight ,Notes 
M1,G,,,E2 ,0.43558,NA,6.68937,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.68937,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,G,,,E3,0.42677,NA,6.61154,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.61154,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,G,,,E4 ,0.43303,NA,6.6825,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.6825,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,0.5,a ,0.42776,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,0.5,b ,0.43178,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,0.5,c,0.42708,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,2,a ,0.434,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,2,b ,0.43365,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,2,c,0.42503,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,6,a ,0.431782,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,6,b ,0.42466,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,6,c,0.43222,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,12,a ,0.42714,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,12,b ,0.43037,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,12,c,0.42927,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,24,a ,0.4273,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,24,b ,0.43082,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,24,c,0.42634,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,48,a ,0.43247,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,48,b ,0.428905,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,1,48,c,0.43126,NA,No M1,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,2,0.5,a ,0.42488,7/10/2025,6.65062,8/7/2025,63.61725116,5.31,,0,-5.31,,6.66619,,,0.01557,-6.65062,28,-0.237522143,-2375.221429,,,,,,
M1,C,2,0.5,b ,0.4265,7/10/2025,6.67601,8/7/2025,63.61725116,5.31,,0,-5.31,,6.90005,,,0.22404,-6.67601,28,-0.238428929,-2384.289286,,,,,,
M1,C,2,0.5,c,0.43227,7/10/2025,6.62626,8/7/2025,63.61725116,5.31,,0,-5.31,,6.82556,,,0.1993,-6.62626,28,-0.236652143,-2366.521429,,,,,,
M1,C,2,2,a ,0.42868,7/10/2025,6.64936,8/7/2025,63.61725116,5.31,,0,-5.31,,6.89455,,,0.24519,-6.64936,28,-0.237477143,-2374.771429,,,,,,
M1,C,2,2,b ,0.43172,7/10/2025,6.68775,8/7/2025,63.61725116,5.31,,0,-5.31,,6.76224,,,0.07449,-6.68775,28,-0.238848214,-2388.482143,,,,,,
M1,C,2,2,c,0.42644,7/10/2025,6.63587,8/7/2025,63.61725116,5.31,,0,-5.31,,7.34914,,,0.71327,-6.63587,28,-0.236995357,-2369.953571,,,,,,
M1,C,2,6,a ,0.43198,7/10/2025,6.64065,8/7/2025,63.61725116,5.31,,0,-5.31,,7.58966,,,0.94901,-6.64065,28,-0.237166071,-2371.660714,,,,,,
M1,C,2,6,b ,0.42608,7/10/2025,6.61558,8/7/2025,63.61725116,5.31,,0,-5.31,,7.35239,,,0.73681,-6.61558,28,-0.236270714,-2362.707143,,,,,,
M1,C,2,6,c,0.42168,7/10/2025,6.60603,8/7/2025,63.61725116,5.31,,0,-5.31,,7.50454,,,0.89851,-6.60603,28,-0.235929643,-2359.296429,,,,,,
M1,C,2,12,a ,0.433,7/10/2025,6.6974,8/7/2025,63.61725116,5.31,,0,-5.31,,7.5755,,,0.8781,-6.6974,28,-0.239192857,-2391.928571,,,,,,
M1,C,2,12,b ,0.4218,7/10/2025,6.6374,8/7/2025,63.61725116,5.31,,0,-5.31,,7.56386,,,0.92646,-6.6374,28,-0.23705,-2370.5,,,,,,
M1,C,2,12,c,0.42931,7/10/2025,6.65113,8/7/2025,63.61725116,5.31,,0,-5.31,,7.45535,,,0.80422,-6.65113,28,-0.237540357,-2375.403571,,,,,,
M1,C,2,24,a ,0.42086,7/10/2025,6.62479,8/7/2025,63.61725116,5.31,,0,-5.31,,8.30431,,,1.67952,-6.62479,28,-0.236599643,-2365.996429,,,,,,
M1,C,2,24,b ,0.43197,7/10/2025,6.61759,8/7/2025,63.61725116,5.31,,0,-5.31,,8.19711,,,1.57952,-6.61759,28,-0.2363425,-2363.425,,,,,,
M1,C,2,24,c,0.42454,7/10/2025,6.67019,8/7/2025,63.61725116,5.31,,0,-5.31,,8.51288,,,1.84269,-6.67019,28,-0.238221071,-2382.210714,,,,,,
M1,C,2,48,a ,0.42446,7/10/2025,6.55801,8/7/2025,63.61725116,5.31,,0,-5.31,,7.84496,,,1.28695,-6.55801,28,-0.234214643,-2342.146429,,,,,,
M1,C,2,48,b ,0.4316,7/10/2025,6.62896,8/7/2025,63.61725116,5.31,,0,-5.31,,7.39917,,,0.77021,-6.62896,28,-0.236748571,-2367.485714,,,,,,
M1,C,2,48,c,0.42411,7/10/2025,6.6049,8/7/2025,63.61725116,5.31,,0,-5.31,,8.00951,,,1.40461,-6.6049,28,-0.235889286,-2358.892857,,,,,,lost some in the transfer to the oven
M1,C,2,,E1 ,0.43121,NA,6.584,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.584,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,2,,E2 ,0.42387,NA,6.56527,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.56527,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,2,,E3,0.43196,NA,6.62118,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.62118,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,C,2,,E4 ,0.42092,NA,6.66982,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.66982,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,S,1,0.5,a ,0.42259,7/11/2025,6.69368,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,9.60234,,,2.90866,-6.69368,#VALUE!,#VALUE!,#VALUE!,,,,,,lots of plant matter in bag 
M1,S,1,0.5,b ,0.43188,7/11/2025,6.5922,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,6.63112,,,0.03892,-6.5922,28,-0.235435714,-2354.357143,,,,,,
M1,S,1,0.5,c,0.42029,7/11/2025,6.69182,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,6.74344,,,0.05162,-6.69182,28,-0.238993571,-2389.935714,,,,,,
M1,S,1,2,a ,0.43143,7/11/2025,6.66461,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,8.25936,,,1.59475,-6.66461,28,-0.238021786,-2380.217857,,,,,,
M1,S,1,2,b ,0.42475,7/11/2025,6.69217,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,11.43052,,,4.73835,-6.69217,28,-0.239006071,-2390.060714,,,,,,
M1,S,1,2,c,0.43084,7/11/2025,6.76469,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,12.00837,,,5.24368,-6.76469,28,-0.241596071,-2415.960714,,,,,,
M1,S,1,6,a ,0.42112,7/11/2025,6.66134,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.96491,,,1.30357,-6.66134,28,-0.237905,-2379.05,,,,,,
M1,S,1,6,b ,0.42265,7/11/2025,6.73906,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,8.02794,,,1.28888,-6.73906,28,-0.240680714,-2406.807143,,,,,,
M1,S,1,6,c,0.43171,7/11/2025,6.70606,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.89528,,,1.18922,-6.70606,28,-0.239502143,-2395.021429,,,,,,
M1,S,1,12,a ,0.42268,7/11/2025,6.65962,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.53612,,,0.8765,-6.65962,28,-0.237843571,-2378.435714,,,,,,
M1,S,1,12,b ,0.42976,7/11/2025,6.60218,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.4416,,,0.83942,-6.60218,28,-0.235792143,-2357.921429,,,,,,
M1,S,1,12,c,0.42284,7/11/2025,6.67324,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.93103,,,1.25779,-6.67324,28,-0.23833,-2383.3,,,,,,
M1,S,1,24,a ,0.43009,7/11/2025,6.66997,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.58271,,,0.91274,-6.66997,28,-0.238213214,-2382.132143,,,,,,
M1,S,1,24,b ,0.42661,7/11/2025,6.70902,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.79008,,,1.08106,-6.70902,28,-0.239607857,-2396.078571,,,,,,
M1,S,1,24,c,0.42205,7/11/2025,6.63184,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.65047,,,1.01863,-6.63184,28,-0.236851429,-2368.514286,,,,,,
M1,S,1,48,a ,0.43223,7/11/2025,6.64435,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.39895,,,0.7546,-6.64435,28,-0.237298214,-2372.982143,,,,,,
M1,S,1,48,b ,0.42085,7/11/2025,6.66659,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.55851,,,0.89192,-6.66659,28,-0.2380925,-2380.925,,,,,,
M1,S,1,48,c,0.42093,7/11/2025,6.63701,8/8/2025,63.61725116,5.31,,0,-5.31,16-17 September 65 degrees ,7.44076,,,0.80375,-6.63701,28,-0.237036071,-2370.360714,,,,,,
M1,S,2,0.5,a ,0.43018,7/11/2025,6.58278,8/8/2025,63.61725116,5.31,,0,-5.31,,7.35751,,,0.77473,-6.58278,28,-0.235099286,-2350.992857,,,,,,
M1,S,2,0.5,b ,0.43065,7/11/2025,6.65039,8/8/2025,63.61725116,5.31,,0,-5.31,,6.72009,,,0.0697,-6.65039,28,-0.237513929,-2375.139286,,,,,,
M1,S,2,0.5,c,0.42488,7/11/2025,6.61504,8/8/2025,63.61725116,5.31,,0,-5.31,,6.61219,,,-0.00285,-6.61504,28,-0.236251429,-2362.514286,,,,,,
M1,S,2,2,a ,0.42538,7/11/2025,6.63755,8/8/2025,63.61725116,5.31,,0,-5.31,,8.63551,,,1.99796,-6.63755,28,-0.237055357,-2370.553571,,,,,,
M1,S,2,2,b ,0.4309,7/11/2025,6.64321,8/8/2025,63.61725116,5.31,,0,-5.31,,6.73043,,,0.08722,-6.64321,28,-0.2372575,-2372.575,,,,,,
M1,S,2,2,c,0.42568,7/11/2025,6.69031,8/8/2025,63.61725116,5.31,,0,-5.31,,7.79505,,,1.10474,-6.69031,28,-0.238939643,-2389.396429,,,,,,
M1,S,2,6,a ,0.4303,7/11/2025,6.67202,8/8/2025,63.61725116,5.31,,0,-5.31,,6.9574,,,0.28538,-6.67202,28,-0.238286429,-2382.864286,,,,,,
M1,S,2,6,b ,0.42574,7/11/2025,6.69708,8/8/2025,63.61725116,5.31,,0,-5.31,,7.07451,,,0.37743,-6.69708,28,-0.239181429,-2391.814286,,,,,,
M1,S,2,6,c,0.43257,7/11/2025,6.75013,8/8/2025,63.61725116,5.31,,0,-5.31,,7.12929,,,0.37916,-6.75013,28,-0.241076071,-2410.760714,,,,,,
M1,S,2,12,a ,0.43089,7/11/2025,6.64001,8/8/2025,63.61725116,5.31,,0,-5.31,,8.56826,,,1.92825,-6.64001,28,-0.237143214,-2371.432143,,,,,,
M1,S,2,12,b ,0.42502,7/11/2025,6.70197,8/8/2025,63.61725116,5.31,,0,-5.31,,8.72575,,,2.02378,-6.70197,28,-0.239356071,-2393.560714,,,,,,
M1,S,2,12,c,0.43062,7/11/2025,6.68226,8/8/2025,63.61725116,5.31,,0,-5.31,,8.42152,,,1.73926,-6.68226,28,-0.238652143,-2386.521429,,,,,,
M1,S,2,24,a ,0.42515,7/11/2025,6.67848,8/8/2025,63.61725116,5.31,,0,-5.31,,7.73333,,,1.05485,-6.67848,28,-0.238517143,-2385.171429,,,,,,
M1,S,2,24,b ,0.42997,7/11/2025,6.66073,8/8/2025,63.61725116,5.31,,0,-5.31,,7.59608,,,0.93535,-6.66073,28,-0.237883214,-2378.832143,,,,,,
M1,S,2,24,c,0.42395,7/11/2025,6.69679,8/8/2025,63.61725116,5.31,,0,-5.31,,7.49465,,,0.79786,-6.69679,28,-0.239171071,-2391.710714,,,,,,
M1,S,2,48,a ,0.43221,7/11/2025,6.65768,8/8/2025,63.61725116,5.31,,0,-5.31,,7.65118,,,0.9935,-6.65768,28,-0.237774286,-2377.742857,,,,,,
M1,S,2,48,b ,0.42981,7/11/2025,6.6982,8/8/2025,63.61725116,5.31,,0,-5.31,,7.70517,,,1.00697,-6.6982,28,-0.239221429,-2392.214286,,,,,,
M1,S,2,48,c,0.4324,7/11/2025,6.63921,8/8/2025,63.61725116,5.31,,0,-5.31,,7.57068,,,0.93147,-6.63921,28,-0.237114643,-2371.146429,,,,,,
M1,S,2,,E1 ,0.43064,NA,6.60166,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.60166,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,S,2,,E2 ,0.43111,NA,6.70792,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.70792,#VALUE!,#VALUE!,#VALUE!,,,,,,
M1,S,2,,E3,0.4296,NA,6.1368,NA,63.61725116,5.31,,0,-5.31,,8.59109,,,2.45429,-6.1368,#VALUE!,#VALUE!,#VALUE!,,,,,,not sure what this is 
M1,S,2,,E4 ,0.43261,NA,6.62528,NA,63.61725116,5.31,,0,-5.31,,NA,,,#VALUE!,-6.62528,#VALUE!,#VALUE!,#VALUE!,,,,,,
M2,B,1,0.5,a ,0.4486,8/5/2025,2.68238,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.89629,,,1.21391,-2.68238,29,-0.092495862,-924.9586207,,,,,,
M2,B,1,0.5,b ,0.45499,8/5/2025,2.7144,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.58162,,,0.86722,-2.7144,29,-0.0936,-936,,,,,,
M2,B,1,0.5,c,0.44789,8/5/2025,2.69081,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.6066,,,0.91579,-2.69081,29,-0.092786552,-927.8655172,,,,,,
M2,B,1,2,a ,0.45427,8/5/2025,2.70777,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.41641,,,0.70864,-2.70777,29,-0.093371379,-933.7137931,,,,,,
M2,B,1,2,b ,0.4472,8/5/2025,2.74054,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.40885,,,0.66831,-2.74054,29,-0.094501379,-945.0137931,,,,,,
M2,B,1,2,c,0.45451,8/5/2025,2.70737,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.35248,,,0.64511,-2.70737,29,-0.093357586,-933.5758621,,,,,,
M2,B,1,6,a ,0.45053,8/5/2025,2.69107,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,4.026,,,1.33493,-2.69107,29,-0.092795517,-927.9551724,,,,,,
M2,B,1,6,b ,0.44415,8/5/2025,2.67379,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.86639,,,1.1926,-2.67379,29,-0.092199655,-921.9965517,,,,,,
M2,B,1,6,c,0.44994,8/5/2025,2.70097,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.92245,,,1.22148,-2.70097,29,-0.093136897,-931.3689655,,,,,,
M2,B,1,12,a ,0.4452,8/5/2025,2.67735,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.32483,,,0.64748,-2.67735,29,-0.092322414,-923.2241379,,,,,,
M2,B,1,12,b ,0.45274,8/5/2025,2.73928,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.4426,,,0.70332,-2.73928,29,-0.094457931,-944.5793103,,,,,,
M2,B,1,12,c,0.44457,8/5/2025,2.68487,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.46145,,,0.77658,-2.68487,29,-0.092581724,-925.8172414,,,,,,
M2,B,1,18,a ,0.45063,8/5/2025,2.66039,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.6688,,,1.00841,-2.66039,29,-0.091737586,-917.3758621,,,,,,
M2,B,1,18,b ,0.45603,8/5/2025,2.69179,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.62071,,,0.92892,-2.69179,29,-0.092820345,-928.2034483,,,,,,
M2,B,1,18,c ,0.44945,8/5/2025,2.68474,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.56958,,,0.88484,-2.68474,29,-0.092577241,-925.7724138,,,,,,
M2,B,1,24,a ,0.45063,8/5/2025,2.69196,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.42386,,,0.7319,-2.69196,29,-0.092826207,-928.262069,,,,,,
M2,B,1,24,b ,0.45603,8/5/2025,2.69267,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.49529,,,0.80262,-2.69267,29,-0.09285069,-928.5068966,,,,,,
M2,B,1,24,c,0.44945,8/5/2025,2.66973,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.44999,,,0.78026,-2.66973,29,-0.092059655,-920.5965517,,,,,,
M2,B,1,48,a ,0.4573,8/5/2025,2.69685,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.51152,,,0.81467,-2.69685,29,-0.092994828,-929.9482759,,,,,,
M2,B,1,48,b ,0.45029,8/5/2025,2.68164,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.50205,,,0.82041,-2.68164,29,-0.092470345,-924.7034483,,,,,,
M2,B,1,48,c,0.45488,8/5/2025,2.6949,9/3/2025,63.61725116,5.31,,0,-5.31,9/25-9/26 6-6 pm (24 hours) ,3.63741,,,0.94251,-2.6949,29,-0.092927586,-929.2758621,,,,,,
M2,B,2,0.5,a ,0.44256,8/5/2025,2.69989,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.4925,,,0.79261,-2.69989,29,-0.093099655,-930.9965517,,,,,,
M2,B,2,0.5,b ,0.45141,8/5/2025,2.73277,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.52675,,,0.79398,-2.73277,29,-0.094233448,-942.3344828,,,,,,
M2,B,2,0.5,c,0.44349,8/5/2025,2.72914,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.20485,,,0.47571,-2.72914,29,-0.094108276,-941.0827586,,,,,,
M2,B,2,2,a ,0.45018,8/5/2025,2.71593,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.56365,,,0.84772,-2.71593,29,-0.093652759,-936.5275862,,,,,,
M2,B,2,2,b ,0.44437,8/5/2025,2.70765,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.43526,,,0.72761,-2.70765,29,-0.093367241,-933.6724138,,,,,,
M2,B,2,2,c,0.45129,8/5/2025,2.69506,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.32839,,,0.63333,-2.69506,29,-0.092933103,-929.3310345,,,,,,did something weird weighing wise; double check 
M2,B,2,6,a ,0.45618,8/5/2025,2.68552,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,4.21805,,,1.53253,-2.68552,29,-0.092604138,-926.0413793,,,,,,
M2,B,2,6,b ,0.44967,8/5/2025,2.69575,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.96469,,,1.26894,-2.69575,29,-0.092956897,-929.5689655,,,,,,
M2,B,2,6,c,0.45631,8/5/2025,2.72364,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,4.06949,,,1.34585,-2.72364,29,-0.093918621,-939.1862069,,,,,,
M2,B,2,12,a ,0.44982,8/5/2025,2.68045,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.54276,,,0.86231,-2.68045,29,-0.09242931,-924.2931034,,,,,,
M2,B,2,12,b ,0.45347,8/5/2025,2.67075,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.81111,,,1.14036,-2.67075,29,-0.092094828,-920.9482759,,,,,,
M2,B,2,12,c,0.45003,8/5/2025,2.69383,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.73555,,,1.04172,-2.69383,29,-0.09289069,-928.9068966,,,,,,
M2,B,2,24,a ,0.45665,8/5/2025,2.68661,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.52346,,,0.83685,-2.68661,29,-0.092641724,-926.4172414,,,,,,
M2,B,2,24,b ,0.45194,8/5/2025,2.6965,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.58505,,,0.88855,-2.6965,29,-0.092982759,-929.8275862,,,,,,
M2,B,2,24,c,0.4456,8/5/2025,2.66716,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.51276,,,0.8456,-2.66716,29,-0.091971034,-919.7103448,,,,,,
M2,B,2,48,a ,0.45315,8/5/2025,2.66142,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.72459,,,1.06317,-2.66142,29,-0.091773103,-917.7310345,,,,,,
M2,B,2,48,b ,0.44183,8/5/2025,2.66504,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.52271,,,0.85767,-2.66504,29,-0.091897931,-918.9793103,,,,,,
M2,B,2,48,c,0.45193,8/5/2025,2.67185,9/3/2025,63.61725116,5.31,,0,-5.31,9/26-9/27 6- 1 pm (19 hours) ,3.68054,,,1.00869,-2.67185,29,-0.092132759,-921.3275862,,,,,,
M2,B,,,E1 ,,NA,2.74485,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.74485,#VALUE!,#VALUE!,#VALUE!,,,,,,
M2,B,,,E2 ,,NA,2.73369,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.73369,#VALUE!,#VALUE!,#VALUE!,,,,,,
M2,B,,,E3,,NA,2.7561,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.7561,#VALUE!,#VALUE!,#VALUE!,,,,,,
M2,B,,,E4 ,,NA,2.71994,NA,63.61725116,5.31,,0,-5.31,NA,NA,,,#VALUE!,-2.71994,#VALUE!,#VALUE!,#VALUE!,,,,,,
M2 ,G,1,0.5,a,0.44514,8/6/2025,2.68751,9/6/2025,63.61725116,5.31,,0,-5.31,(no duration of time written) ,4.4427,,,1.75519,-2.68751,31,-0.086693871,-866.9387097,,,,,,
M2 ,G,1,0.5,b ,0.45186,8/6/2025,2.65881,9/6/2025,63.61725116,5.31,,0,-5.31,(no duration of time written) ,4.35966,,,1.70085,-2.65881,31,-0.085768065,-857.6806452,,,,,,
M2 ,G,1,0.5,c,0.45736,8/6/2025,2.6764,9/6/2025,63.61725116,5.31,,0,-5.31,(no duration of time written) ,4.6319,,,1.9555,-2.6764,31,-0.086335484,-863.3548387,,,,,,
M2 ,G,1,2,a,0.45318,8/6/2025,2.669,9/6/2025,63.61725116,5.31,,0,-5.31,(no duration of time written) ,3.59707,,,0.92807,-2.669,31,-0.086096774,-860.9677419,,,,,,
M2 ,G,1,2,b ,0.45638,8/6/2025,2.67718,9/6/2025,63.61725116,5.31,,0,-5.31,(no duration of time written) ,7.91135,,,5.23417,-2.67718,31,-0.086360645,-863.6064516,,,,,,
