Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ",Adjusted Filter Mass Recovered (g),Adjusted Filter Surface Area Recovered (cm2),"Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) 
M4,G,2,24,a ,0.45483,10/7/2025,2.32971,11/4/2025,63.61725116,5.31,1,2.93016,0.45483,58.30725116,0.14562,0.00249746,28,8.9195E-05,0.891949832
M4,G,2,24,b ,0.45773,10/7/2025,2.10878,11/4/2025,63.61725116,5.31,1,2.71537,0.45773,58.30725116,0.14886,0.002553027,28,9.11795E-05,0.91179544
M4,G,2,24,c,0.45405,10/7/2025,2.34036,11/4/2025,63.61725116,5.31,1,2.9273,0.45405,58.30725116,0.13289,0.002279133,28,8.13976E-05,0.813976192
M4,G,2,48,a,0.45707,10/7/2025,2.12838,11/4/2025,63.61725116,5.31,1,3.08178,0.45707,58.30725116,0.49633,0.00851232,28,0.000304011,3.040114407
M4,G,2,48,b ,0.45479,10/7/2025,2.09436,11/4/2025,63.61725116,5.31,1,3.07694,0.45479,58.30725116,0.52779,0.009051876,28,0.000323281,3.232812812
M4,G,2,48,c,0.45722,10/7/2025,2.02822,11/4/2025,63.61725116,5.31,1,2.98242,0.45722,58.30725116,0.49698,0.008523468,28,0.00030441,3.044095779
M4,G,,,E-1 ,0.4565,NA,2.73482,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,G,,,E-2 ,0.45498,NA,2.71954,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,G,,,E-3 ,0.45746,NA,2.72523,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,G,,,E-4 ,0.457,NA,2.71075,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,C,1,0.5,a,4.02482,10/3/2025,2.4166,11/6/2025,63.61725116,5.31,1,6.55825,4.02482,58.30725116,0.11683,0.002003696,34,5.89322E-05,0.589322323
M4,C,1,0.5,b ,4.12542,10/3/2025,2.3816,11/6/2025,63.61725116,5.31,1,6.60955,4.12542,58.30725116,0.10253,0.001758443,34,5.17189E-05,0.51718923
M4,C,1,0.5,c,4.50612,10/3/2025,2.38318,11/6/2025,63.61725116,5.31,1,6.97886,4.50612,58.30725116,0.08956,0.001536001,34,4.51765E-05,0.45176502
M4,C,1,2,a,4.30834,10/3/2025,2.36806,11/6/2025,63.61725116,5.31,1,6.9151,4.30834,58.30725116,0.2387,0.00409383,34,0.000120407,1.204067778
M4,C,1,2,b ,4.24047,10/3/2025,2.3804,11/6/2025,63.61725116,5.31,1,6.75009,4.24047,58.30725116,0.12922,0.002216191,34,6.51821E-05,0.651820856
M4,C,1,2,c,4.37333,10/3/2025,2.36086,11/6/2025,63.61725116,5.31,1,6.89155,4.37333,58.30725116,0.15736,0.002698807,34,7.93767E-05,0.793766676
M4,C,1,6,a,0.43643,10/3/2025,2.37076,11/6/2025,63.61725116,5.31,0.25,2.91504,0.1091075,10.59431279,0.4351725,0.041076048,34,0.001208119,12.08119057
M4,C,1,6,b ,0.46008,10/3/2025,2.36138,11/6/2025,63.61725116,5.31,0.5,NA,0.23004,26.49862558,#VALUE!,#VALUE!,34,#VALUE!,#VALUE!
M4,C,1,6,c,0.43558,10/3/2025,2.72491,11/6/2025,63.61725116,5.31,1,4.28105,0.43558,58.30725116,1.12056,0.019218193,34,0.000565241,5.652409675
M4,C,1,12,a,0.44081,10/3/2025,2.37134,11/6/2025,63.61725116,5.31,1,3.14536,0.44081,58.30725116,0.33321,0.005714727,34,0.00016808,1.680801945
M4,C,1,12,b ,0.45275,10/3/2025,2.36794,11/6/2025,63.61725116,5.31,1,3.10394,0.45275,58.30725116,0.28325,0.004857886,34,0.000142879,1.428790105
M4,C,1,12,c,0.44031,10/3/2025,2.73518,11/6/2025,63.61725116,5.31,1,3.3713,0.44031,58.30725116,0.19581,0.003358244,34,9.87719E-05,0.987718943
M4,C,1,24,a ,0.45849,10/3/2025,2.33025,11/6/2025,63.61725116,5.31,1,3.63724,0.45849,58.30725116,0.8485,0.014552221,34,0.000428006,4.280064976
M4,C,1,24,b ,0.43544,10/3/2025,2.33982,11/6/2025,63.61725116,5.31,1,3.98692,0.43544,58.30725116,1.21166,0.020780606,34,0.000611194,6.111942874
M4,C,1,24,c,0.45924,10/3/2025,2.34295,11/6/2025,63.61725116,5.31,1,3.67315,0.45924,58.30725116,0.87096,0.014937422,34,0.000439336,4.39335933
M4,C,1,48,a,0.43625,10/3/2025,2.34082,11/6/2025,63.61725116,5.31,1,4.1132,0.43625,58.30725116,1.33613,0.022915332,34,0.00067398,6.739803437
M4,C,1,48,b ,0.44128,10/3/2025,2.30382,11/6/2025,63.61725116,5.31,1,4.49229,0.44128,58.30725116,1.74719,0.029965227,34,0.00088133,8.813301974
M4,C,1,48,c,0.45343,10/3/2025,2.33498,11/6/2025,63.61725116,5.31,1,4.90699,0.45343,58.30725116,2.11858,0.03633476,34,0.001068669,10.68669423
M4,C,2,0.5,a,4.2622,10/3/2025,2.37678,11/6/2025,63.61725116,5.31,1,6.66568,4.2622,58.30725116,0.0267,0.000457919,34,1.34682E-05,0.134682068
M4,C,2,0.5,b ,4.36564,10/3/2025,2.38379,11/6/2025,63.61725116,5.31,1,6.76801,4.36564,58.30725116,0.01858,0.000318657,34,9.37226E-06,0.093722578
M4,C,2,0.5,c,4.16983,10/3/2025,2.38083,11/6/2025,63.61725116,5.31,1,6.5527,4.16983,58.30725116,0.00204,3.49871E-05,34,1.02903E-06,0.010290315
M4,C,2,2,a,4.2349,10/3/2025,2.40442,11/6/2025,63.61725116,5.31,1,6.70022,4.2349,58.30725116,0.0609,0.001044467,34,3.07196E-05,0.307196178
M4,C,2,2,b ,4.23484,10/3/2025,2.09646,11/6/2025,63.61725116,5.31,1,6.37917,4.23484,58.30725116,0.04787,0.000820996,34,2.41469E-05,0.241469311
M4,C,2,2,c,4.24474,10/3/2025,2.06793,11/6/2025,63.61725116,5.31,1,6.3893,4.24474,58.30725116,0.07663,0.001314245,34,3.86543E-05,0.38654258
M4,C,2,6,a,0.44221,10/3/2025,2.06765,11/6/2025,63.61725116,5.31,1,2.86193,0.44221,58.30725116,0.35207,0.006038186,34,0.000177594,1.775936919
M4,C,2,6,b ,0.45294,10/3/2025,2.1106,11/6/2025,63.61725116,5.31,1,3.01085,0.45294,58.30725116,0.44731,0.007671602,34,0.000225635,2.256353405
M4,C,2,6,c,0.44059,10/3/2025,2.0895,11/6/2025,63.61725116,5.31,1,2.69763,0.44059,58.30725116,0.16754,0.002873399,34,8.45117E-05,0.845117367
M4,C,2,12,a,0.45243,10/3/2025,2.08542,11/6/2025,63.61725116,5.31,1,2.77829,0.45243,58.30725116,0.24044,0.004123672,34,0.000121284,1.212844812
M4,C,2,12,b ,0.44034,10/3/2025,2.08115,11/6/2025,63.61725116,5.31,1,2.66927,0.44034,58.30725116,0.14778,0.002534505,34,7.45443E-05,0.745442548
M4,C,2,12,c,0.44044,10/3/2025,2.10213,11/6/2025,63.61725116,5.31,1,2.79105,0.44044,58.30725116,0.24848,0.004261563,34,0.00012534,1.25340076
M4,C,2,24,a ,0.44154,10/3/2025,2.1587,11/6/2025,63.61725116,5.31,0.5,2.81157,0.22077,26.49862558,0.4321,0.016306506,34,0.000479603,4.79603121
M4,C,2,24,b ,0.45349,10/3/2025,2.11668,11/6/2025,63.61725116,5.31,1,2.98711,0.45349,58.30725116,0.41694,0.00715074,34,0.000210316,2.103158858
M4,C,2,24,c,0.44093,10/3/2025,2.11755,11/6/2025,63.61725116,5.31,1,3.17202,0.44093,58.30725116,0.61354,0.010522533,34,0.000309486,3.094862776
M4,C,2,48,a,0.45213,10/3/2025,2.12433,11/6/2025,63.61725116,5.31,1,3.98491,0.45213,58.30725116,1.40845,0.024155658,34,0.000710461,7.104605204
M4,C,2,48,b ,0.44148,10/3/2025,2.14224,11/6/2025,63.61725116,5.31,1,3.77964,0.44148,58.30725116,1.19592,0.020510656,34,0.000603255,6.032546029
M4,C,2,48,c,0.43974,10/3/2025,2.10419,11/6/2025,63.61725116,5.31,1,3.80424,0.43974,58.30725116,1.26031,0.021614979,34,0.000635735,6.357346717
M4,C,,,E-1 ,NA,NA,2.07838,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,C,,,E-2 ,NA,NA,2.09206,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,C,,,E-3 ,NA,NA,2.229267,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,C,,,E-4 ,NA,NA,2.30372,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,S,1,0.5,a,4.7462,10/6/2025,2.35248,11/3/2025,63.61725116,5.31,1,7.006,4.7462,58.30725116,-0.09268,-0.001589511,28,-5.67682E-05,-0.567682395
M4,S,1,0.5,b ,4.89781,10/6/2025,2.31718,11/3/2025,63.61725116,5.31,1,7.00109,4.89781,58.30725116,-0.2139,-0.003668497,28,-0.000131018,-1.310177647
M4,S,1,0.5,c,4.5781,10/6/2025,2.31696,11/3/2025,63.61725116,5.31,1,6.996,4.5781,58.30725116,0.10094,0.001731174,28,6.18276E-05,0.618276446
M4,S,1,2,a,4.5,10/6/2025,2.31684,11/3/2025,63.61725116,5.31,1,7.44532,4.5,58.30725116,0.62848,0.010778762,28,0.000384956,3.84955796
M4,S,1,2,b ,4.5142,10/6/2025,2.3153,11/3/2025,63.61725116,5.31,1,7.17913,4.5142,58.30725116,0.34963,0.005996338,28,0.000214155,2.141549373
M4,S,1,2,c,5.00582,10/6/2025,2.34927,11/3/2025,63.61725116,5.31,1,6.96638,5.00582,58.30725116,-0.38871,-0.006666581,28,-0.000238092,-2.380921708
M4,S,1,6,a,0.45384,10/6/2025,2.32384,11/3/2025,63.61725116,5.31,1,3.19128,0.45384,58.30725116,0.4136,0.007093457,28,0.000253338,2.533377629
M4,S,1,6,b ,0.44089,10/6/2025,2.33977,11/3/2025,63.61725116,5.31,1,3.15752,0.44089,58.30725116,0.37686,0.006463347,28,0.000230834,2.308338233
M4,S,1,6,c,0.45319,10/6/2025,2.34016,11/3/2025,63.61725116,5.31,0,2.82011,0,-5.31,0.47995,-0.090386064,28,-0.003228074,-32.28073715
M4,S,1,12,a,0.45259,10/6/2025,2.2798,11/3/2025,63.61725116,5.31,1,2.94631,0.45259,58.30725116,0.21392,0.00366884,28,0.00013103,1.310300151
M4,S,1,12,b ,0.45224,10/6/2025,2.29975,11/3/2025,63.61725116,5.31,1,2.9388,0.45224,58.30725116,0.18681,0.00320389,28,0.000114425,1.144246313
M4,S,1,12,c,0.4569,10/6/2025,2.31714,11/3/2025,63.61725116,5.31,1,NA,0.4569,58.30725116,#VALUE!,#VALUE!,28,#VALUE!,#VALUE!
M4,S,1,24,a ,0.45227,10/6/2025,2.29532,11/3/2025,63.61725116,5.31,1,2.98664,0.45227,58.30725116,0.23905,0.004099833,28,0.000146423,1.464226118
M4,S,1,24,b ,0.45065,10/6/2025,2.28313,11/3/2025,63.61725116,5.31,1,3.13589,0.45065,58.30725116,0.40211,0.006896398,28,0.0002463,2.462999223
M4,S,1,24,c,0.45813,10/6/2025,2.30211,11/3/2025,63.61725116,5.31,1,2.93816,0.45813,58.30725116,0.17792,0.003051422,28,0.000108979,1.089793394
M4,S,1,48,a,0.4557,10/6/2025,2.35005,11/3/2025,63.61725116,5.31,1,2.94001,0.4557,58.30725116,0.13426,0.00230263,28,8.22368E-05,0.822367699
M4,S,1,48,b ,0.45628,10/6/2025,2.30938,11/3/2025,63.61725116,5.31,1,2.99048,0.45628,58.30725116,0.22482,0.003855781,28,0.000137706,1.377064697
M4,S,1,48,c,0.45826,10/6/2025,2.34741,11/3/2025,63.61725116,5.31,1,3.02312,0.45826,58.30725116,0.21745,0.003729382,28,0.000133192,1.331922064
M4,S,2,0.5,a,4.437,10/6/2025,2.32428,11/3/2025,63.61725116,5.31,1,7.03725,4.437,58.30725116,0.27597,0.004733031,28,0.000169037,1.690368047
M4,S,2,0.5,b ,4.49715,10/6/2025,2.36644,11/3/2025,63.61725116,5.31,1,6.8908,4.49715,58.30725116,0.02721,0.000466666,28,1.66666E-05,0.166666357
M4,S,2,0.5,c,4.67607,10/6/2025,2.35696,11/3/2025,63.61725116,5.31,1,6.93099,4.67607,58.30725116,-0.10204,-0.00175004,28,-6.25014E-05,-0.625014152
M4,S,2,2,a,4.53329,10/6/2025,2.36519,11/3/2025,63.61725116,5.31,1,10.03707,4.53329,58.30725116,3.13859,0.053828468,28,0.001922445,19.22445284
M4,S,2,2,b ,4.636,10/6/2025,2.32723,11/3/2025,63.61725116,5.31,1,7.31862,4.636,58.30725116,0.35539,0.006095125,28,0.000217683,2.176830454
M4,S,2,2,c,4.694,10/6/2025,2.30674,11/3/2025,63.61725116,5.31,1,7.20502,4.694,58.30725116,0.20428,0.003503509,28,0.000125125,1.251253342
M4,S,2,6,a,0.45025,10/6/2025,2.20973,11/3/2025,63.61725116,5.31,1,3.20812,0.45025,58.30725116,0.54814,0.009400889,28,0.000335746,3.357460381
M4,S,2,6,b ,0.4587,10/6/2025,2.31914,11/3/2025,63.61725116,5.31,1,3.18725,0.4587,58.30725116,0.40941,0.007021597,28,0.000250771,2.507713093
M4,S,2,6,c,0.44837,10/6/2025,2.28276,11/3/2025,63.61725116,5.31,1,3.60098,0.44837,58.30725116,0.86985,0.014918385,28,0.000532799,5.327994514
M4,S,2,12,a,0.44827,10/6/2025,2.25324,11/3/2025,63.61725116,5.31,1,2.88334,0.44827,58.30725116,0.18183,0.00311848,28,0.000111374,1.113742878
M4,S,2,12,b ,0.4575,10/6/2025,2.27645,11/3/2025,63.61725116,5.31,1,2.93354,0.4575,58.30725116,0.19959,0.003423073,28,0.000122253,1.222526211
M4,S,2,12,c,0.45718,10/6/2025,2.34446,11/3/2025,63.61725116,5.31,1,3.03779,0.45718,58.30725116,0.23615,0.004050097,28,0.000144646,1.446463073
M4,S,2,24,a ,0.45061,10/6/2025,2.30007,11/3/2025,63.61725116,5.31,1,3.01939,0.45061,58.30725116,0.26871,0.004608518,28,0.00016459,1.645899185
M4,S,2,24,b ,0.45722,10/6/2025,2.33324,11/3/2025,63.61725116,5.31,1,3.0898,0.45722,58.30725116,0.29934,0.005133838,28,0.000183351,1.833513684
M4,S,2,24,c,0.45511,10/6/2025,2.27953,11/3/2025,63.61725116,5.31,1,3.02356,0.45511,58.30725116,0.28892,0.00495513,28,0.000176969,1.769689228
M4,S,2,48,a,0.44877,10/6/2025,2.30368,11/3/2025,63.61725116,5.31,1,2.8709,0.44877,58.30725116,0.11845,0.00203148,28,7.25528E-05,0.725528482
M4,S,2,48,b ,0.44338,10/6/2025,2.29902,11/3/2025,63.61725116,5.31,1,3.17395,0.44338,58.30725116,0.43155,0.007401309,28,0.000264332,2.643324748
M4,S,2,48,c,0.45436,10/6/2025,2.25427,11/3/2025,63.61725116,5.31,1,2.96295,0.45436,58.30725116,0.25432,0.004361722,28,0.000155776,1.557757734
M4,S,,,E-1 ,0.4547,NA,2.45363,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,S,,,E-2 ,0.44813,NA,2.44483,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,S,,,E-3 ,0.45597,NA,2.08543,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M4,S,,,E-4 ,0.44682,NA,2.04491,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5 ,B,1,0.5,a ,4.5039,11/15/2025,2.26041,12/12/2025,63.61725116,5.31,1,7.17412,4.5039,58.30725116,0.40981,0.007028457,27,0.000260313,2.603132174
M5,B,1,0.5,b ,4.37235,11/15/2025,2.25636,12/12/2025,63.61725116,5.31,1,7.08291,4.37235,58.30725116,0.4542,0.007789769,27,0.00028851,2.885099518
M5,B,1,0.5,c,4.48132,11/15/2025,2.2308,12/12/2025,63.61725116,5.31,1,7.34103,4.48132,58.30725116,0.62891,0.010786137,27,0.000399487,3.994865561
M5,B,1,2,a ,4.41082,11/15/2025,2.26093,12/12/2025,63.61725116,5.31,1,6.83549,4.41082,58.30725116,0.16374,0.002808227,27,0.000104008,1.040084093
M5,B,1,2,b ,4.24928,11/15/2025,2.26867,12/12/2025,63.61725116,5.31,1,6.6772,4.24928,58.30725116,0.15925,0.002731221,27,0.000101156,1.011563404
M5,B,1,2,c,4.46123,11/15/2025,2.28182,12/12/2025,63.61725116,5.31,1,6.83156,4.46123,58.30725116,0.08851,0.001517993,27,5.6222E-05,0.562219635
M5,B,1,6,a ,0.45451,11/15/2025,2.31898,12/12/2025,63.61725116,5.31,1,4.46601,0.45451,58.30725116,1.69252,0.029027607,27,0.001075097,10.75096573
M5,B,1,6,b ,0.45785,11/15/2025,2.3132,12/12/2025,63.61725116,5.31,1,3.65937,0.45785,58.30725116,0.88832,0.015235155,27,0.000564265,5.642649943
M5,B,1,6,c,0.45298,11/15/2025,2.31081,12/12/2025,63.61725116,5.31,1,4.25205,0.45298,58.30725116,1.48826,0.025524441,27,0.00094535,9.453496717
M5,B,1,12,a ,0.45374,11/15/2025,2.30795,12/12/2025,63.61725116,5.31,1,3.11674,0.45374,58.30725116,0.35505,0.006089294,27,0.000225529,2.255294108
M5,B,1,12,b ,0.45159,11/15/2025,2.26632,12/12/2025,63.61725116,5.31,1,3.04966,0.45159,58.30725116,0.33175,0.005689687,27,0.000210729,2.107291425
M5,B,1,12,c,0.45777,11/15/2025,2.32349,12/12/2025,63.61725116,5.31,1,3.19042,0.45777,58.30725116,0.40916,0.007017309,27,0.0002599,2.599003344
M5,B,1,18,a ,0.45865,11/15/2025,2.31922,12/12/2025,63.61725116,5.31,1,4.58392,0.45865,58.30725116,1.80605,0.030974707,27,0.001147211,11.47211357
M5,B,1,18,b ,0.45446,11/15/2025,2.34772,12/12/2025,63.61725116,5.31,1,4.17629,0.45446,58.30725116,1.37411,0.023566709,27,0.000872841,8.728410609
M5,B,1,18,c ,0.44708,11/15/2025,2.37456,12/12/2025,63.61725116,5.31,1,4.18757,0.44708,58.30725116,1.36593,0.023426417,27,0.000867645,8.676450869
M5,B,1,24,a ,0.45664,11/15/2025,2.39245,12/12/2025,63.61725116,5.31,1,4.20402,0.45664,58.30725116,1.35493,0.023237762,27,0.000860658,8.606578358
M5,B,1,24,b ,0.45152,11/15/2025,2.32536,12/12/2025,63.61725116,5.31,1,4.66131,0.45152,58.30725116,1.88443,0.032318965,27,0.001196999,11.96998698
M5,B,1,24,c,0.44972,11/15/2025,2.31484,12/12/2025,63.61725116,5.31,1,4.41465,0.44972,58.30725116,1.65009,0.028299911,27,0.001048145,10.4814484
M5,B,1,48,a ,0.44927,11/15/2025,2.35207,12/12/2025,63.61725116,5.31,1,4.7408,0.44927,58.30725116,1.93946,0.033262758,27,0.001231954,12.3195401
M5,B,1,48,b ,0.45319,11/15/2025,2.32367,12/12/2025,63.61725116,5.31,1,4.79314,0.45319,58.30725116,2.01628,0.034580262,27,0.00128075,12.80750431
M5,B,1,48,c,0.45925,11/15/2025,2.29288,12/12/2025,63.61725116,5.31,1,4.64559,0.45925,58.30725116,1.89346,0.032473834,27,0.001202735,12.02734596
M5,B,2,0.5,a ,4.47443,11/15/2025,2.28958,12/12/2025,63.61725116,5.31,1,7.55567,4.47443,58.30725116,0.79166,0.013577385,27,0.000502866,5.028661128
M5,B,2,0.5,b ,4.33577,11/15/2025,2.28204,12/12/2025,63.61725116,5.31,1,7.04892,4.33577,58.30725116,0.43111,0.007393763,27,0.000273843,2.738430765
M5,B,2,0.5,c,4.42487,11/15/2025,2.27965,12/12/2025,63.61725116,5.31,1,7.65914,4.42487,58.30725116,0.95462,0.016372235,27,0.000606379,6.063790625
M5,B,2,2,a ,4.32724,11/15/2025,2.27191,12/12/2025,63.61725116,5.31,1,6.95217,4.32724,58.30725116,0.35302,0.006054479,27,0.00022424,2.242399454
M5,B,2,2,b ,4.42055,11/15/2025,2.28789,12/12/2025,63.61725116,5.31,1,6.69113,4.42055,58.30725116,-0.01731,-0.000296876,27,-1.09954E-05,-0.109953925
M5,B,2,2,c,4.36884,11/15/2025,2.31293,12/12/2025,63.61725116,5.31,1,6.87513,4.36884,58.30725116,0.19336,0.003316226,27,0.000122823,1.22823171
M5,B,2,6,a ,0.43565,11/15/2025,2.31383,12/12/2025,63.61725116,5.31,1,5.43001,0.43565,58.30725116,2.68053,0.045972498,27,0.001702685,17.02685119
M5,B,2,6,b ,0.45684,11/15/2025,2.28609,12/12/2025,63.61725116,5.31,1,4.80388,0.45684,58.30725116,2.06095,0.035346376,27,0.001309125,13.09125022
M5,B,2,6,c,0.45597,11/15/2025,2.30346,12/12/2025,63.61725116,5.31,1,4.12393,0.45597,58.30725116,1.3645,0.023401892,27,0.000866737,8.667367443
M5,B,2,12,a ,0.4547,11/15/2025,2.30143,12/12/2025,63.61725116,5.31,1,4.83782,0.4547,58.30725116,2.08169,0.035702078,27,0.001322299,13.22299167
M5,B,2,12,b ,0.45822,11/15/2025,2.32311,12/12/2025,63.61725116,5.31,1,5.58355,0.45822,58.30725116,2.80222,0.048059546,27,0.001779983,17.79983173
M5,B,2,12,c,0.44674,11/15/2025,2.29821,12/12/2025,63.61725116,5.31,1,4.62183,0.44674,58.30725116,1.87688,0.032189478,27,0.001192203,11.92202903
M5,B,2,24,a ,0.45946,11/15/2025,2.37125,12/12/2025,63.61725116,5.31,1,5.113,0.45946,58.30725116,2.28229,0.039142473,27,0.001449721,14.4972122
M5,B,2,24,b ,0.45238,11/15/2025,2.35321,12/12/2025,63.61725116,5.31,1,5.40026,0.45238,58.30725116,2.59467,0.044499954,27,0.001648146,16.48146448
M5,B,2,24,c,0.45788,11/15/2025,2.3199,12/12/2025,63.61725116,5.31,1,5.20587,0.45788,58.30725116,2.42809,0.04164302,27,0.001542334,15.42334057
M5,B,2,48,a ,0.45237,11/15/2025,2.26969,12/12/2025,63.61725116,5.31,1,4.83794,0.45237,58.30725116,2.11588,0.036288454,27,0.001344017,13.44016814
M5,B,2,48,b ,0.45968,11/15/2025,2.30712,12/12/2025,63.61725116,5.31,1,4.87605,0.45968,58.30725116,2.10925,0.036174746,27,0.001339805,13.39805407
M5,B,2,48,c,0.46016,11/15/2025,2.30561,12/12/2025,63.61725116,5.31,1,4.72201,0.46016,58.30725116,1.95624,0.033550544,27,0.001242613,12.42612744
M5,B,,,E1 ,NA,NA,2.39018,NA,63.61725116,5.31,NA,2.33696,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,B,,,E2 ,NA,NA,2.33622,NA,63.61725116,5.31,NA,2.32416,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,B,,,E3,NA,NA,2.28689,NA,63.61725116,5.31,NA,2.34058,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,B,,,E4 ,NA,NA,2.719,NA,63.61725116,5.31,NA,2.3182,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M5,G,1,0.5,a,4.31314,11/4/2025,2.09992,12/11/2025,63.61725116,5.31,1,6.47335,4.31314,58.30725116,0.06029,0.001034005,37,2.79461E-05,0.279460861
M5,G,1,0.5,b ,4.53107,11/4/2025,2.07905,12/11/2025,63.61725116,5.31,1,6.7673,4.53107,58.30725116,0.15718,0.00269572,37,7.28573E-05,0.728572866
M5,G,1,0.5,c,4.3583,11/4/2025,2.13174,12/11/2025,63.61725116,5.31,1,6.91402,4.3583,58.30725116,0.42398,0.00727148,37,0.000196526,1.965264815
M5,G,1,2,a,4.40918,11/4/2025,2.12929,12/11/2025,63.61725116,5.31,1,6.93357,4.40918,58.30725116,0.3951,0.006776173,37,0.00018314,1.831398011
M5,G,1,2,b ,4.50344,11/4/2025,2.07955,12/11/2025,63.61725116,5.31,1,11.35336,4.50344,58.30725116,4.77037,0.081814353,37,0.002211199,22.11198716
M5,G,1,2,c,4.3293,11/4/2025,2.09566,12/11/2025,63.61725116,5.31,1,31.9565,4.3293,58.30725116,25.53154,0.437879329,37,0.011834576,118.3457645
M5,G,1,6,a,0.44631,11/4/2025,2.13856,12/11/2025,63.61725116,5.31,1,4.9277,0.44631,58.30725116,2.34283,0.040180766,37,0.001085967,10.85966642
M5,G,1,6,b ,0.45945,11/4/2025,2.09699,12/11/2025,63.61725116,5.31,1,4.15012,0.45945,58.30725116,1.59368,0.02733245,37,0.000738715,7.387148524
M5,G,1,6,c,0.44719,11/4/2025,2.08084,12/11/2025,63.61725116,5.31,1,4.45961,0.44719,58.30725116,1.93158,0.033127612,37,0.000895341,8.95340868
M5,G,1,12,a,0.45487,11/4/2025,2.06754,12/11/2025,63.61725116,5.31,1,4.57796,0.45487,58.30725116,2.05555,0.035253763,37,0.000952804,9.528043991
M5,G,1,12,b ,0.46064,11/4/2025,2.12363,12/11/2025,63.61725116,5.31,1,4.77158,0.46064,58.30725116,2.18731,0.037513516,37,0.001013879,10.13878811
M5,G,1,12,c,0.45298,11/4/2025,2.11994,12/11/2025,63.61725116,5.31,1,4.22258,0.45298,58.30725116,1.64966,0.028292536,37,0.000764663,7.64663134
M5,G,1,24,a ,0.45967,11/4/2025,2.37449,12/11/2025,63.61725116,5.31,1,NA,0.45967,58.30725116,#VALUE!,#VALUE!,37,#VALUE!,#VALUE!
M5,G,1,24,b ,0.45398,11/4/2025,2.36534,12/11/2025,63.61725116,5.31,1,3.41009,0.45398,58.30725116,0.59077,0.010132016,37,0.000273838,2.738382695
M5,G,1,24,c,0.46279,11/4/2025,2.37415,12/11/2025,63.61725116,5.31,1,3.42699,0.46279,58.30725116,0.59005,0.010119668,37,0.000273505,2.735045295
M5,G,1,48,a,0.45417,11/4/2025,2.32518,12/11/2025,63.61725116,5.31,1,3.2912,0.45417,58.30725116,0.51185,0.008778496,37,0.000237257,2.372566621
M5,G,1,48,b ,0.44811,11/4/2025,2.32806,12/11/2025,63.61725116,5.31,1,3.26688,0.44811,58.30725116,0.49071,0.008415934,37,0.000227458,2.274576861
M5,G,1,48,c,0.45825,11/4/2025,2.33862,12/11/2025,63.61725116,5.31,1,3.43439,0.45825,58.30725116,0.63752,0.010933803,37,0.000295508,2.955081903
M5,G,2,0.5,a,4.37456,11/4/2025,2.35535,12/11/2025,63.61725116,5.31,1,7.11524,4.37456,58.30725116,0.38533,0.006608612,37,0.000178611,1.786111353
