Site,Tran,Dist,Replicate,Date placed in field,Date removed from field,Season ,Year ,Flux
Corte Madera,C,12,a,12/21/2022,1/18/2023,Winter ,2023,15.47659887
Corte Madera,C,12,c,12/21/2022,1/18/2023,Winter ,2023,6.092869395
Corte Madera,C,12,b,12/21/2022,1/18/2023,Winter ,2023,3.132197991
Corte Madera,D,12,b,12/21/2022,1/18/2023,Winter ,2023,6.078779711
Corte Madera,D,12,c,12/21/2022,1/18/2023,Winter ,2023,2.283753982
Corte Madera,D,12,a,12/21/2022,1/18/2023,Winter ,2023,2.17471208
Corte Madera,A,18,b,12/21/2022,1/18/2023,Winter ,2023,3.440945847
Corte Madera,A,18,a,12/21/2022,1/18/2023,Winter ,2023,2.650085763
Corte Madera,A,18,c,12/21/2022,1/18/2023,Winter ,2023,2.153271257
Corte Madera,B,18,c,12/21/2022,1/18/2023,Winter ,2023,28.567753
Corte Madera,B,18,a,12/21/2022,1/18/2023,Winter ,2023,4.010917087
Corte Madera,B,18,b,12/21/2022,1/18/2023,Winter ,2023,3.754594462
Corte Madera,A,24,a,12/21/2022,1/18/2023,Winter ,2023,5.568488116
Corte Madera,A,24,b,12/21/2022,1/18/2023,Winter ,2023,4.592111777
Corte Madera,A,24,c,12/21/2022,1/18/2023,Winter ,2023,1.174344523
Corte Madera,B,24,b,12/21/2022,1/18/2023,Winter ,2023,57.6819407
Corte Madera,B,24,c,12/21/2022,1/18/2023,Winter ,2023,6.840148607
Corte Madera,B,24,a,12/21/2022,1/18/2023,Winter ,2023,3.855060034
Corte Madera,C,24,c,12/21/2022,1/18/2023,Winter ,2023,10.9587111
Corte Madera,C,24,a,12/21/2022,1/18/2023,Winter ,2023,9.352487136
Corte Madera,C,24,b,12/21/2022,1/18/2023,Winter ,2023,2.031558313
Corte Madera,D,24,a,12/21/2022,1/18/2023,Winter ,2023,87.46937025
Corte Madera,D,24,c,12/21/2022,1/18/2023,Winter ,2023,2.279465817
Corte Madera,D,24,b,12/21/2022,1/18/2023,Winter ,2023,2.0900603
Corte Madera,A,30,b,12/21/2022,1/18/2023,Winter ,2023,10.9342073
Corte Madera,A,30,c,12/21/2022,1/18/2023,Winter ,2023,5.614432737
Corte Madera,A,30,a,12/21/2022,1/18/2023,Winter ,2023,2.681634403
Corte Madera,B,30,a,12/21/2022,1/18/2023,Winter ,2023,36.47880421
Corte Madera,B,30,c,12/21/2022,1/18/2023,Winter ,2023,28.89365352
Corte Madera,B,30,b,12/21/2022,1/18/2023,Winter ,2023,17.50245038
Corte Madera,A,48,b,12/21/2022,1/18/2023,Winter ,2023,116.2552071
Corte Madera,A,48,c,12/21/2022,1/18/2023,Winter ,2023,4.659805603
Corte Madera,A,48,a,12/21/2022,1/18/2023,Winter ,2023,1.899044352
Corte Madera,B,48,b,12/21/2022,1/18/2023,Winter ,2023,88.07461407
Corte Madera,B,48,a,12/21/2022,1/18/2023,Winter ,2023,28.34354325
Corte Madera,B,48,c,12/21/2022,1/18/2023,Winter ,2023,1.557216369
Corte Madera,C,48,b,12/21/2022,1/18/2023,Winter ,2023,72.15265866
Corte Madera,C,48,a,12/21/2022,1/18/2023,Winter ,2023,1.753053302
Corte Madera,C,48,c,12/21/2022,1/18/2023,Winter ,2023,1.674834599
Corte Madera,D,48,c,12/21/2022,1/18/2023,Winter ,2023,0
Corte Madera,D,48,a,12/21/2022,1/18/2023,Winter ,2023,10.16111247
Corte Madera,D,48,b,12/21/2022,1/18/2023,Winter ,2023,0.820877236
San Pablo,A,0.5,b,12/20/2022,1/17/2023,Winter ,2023,13.34923405
San Pablo,A,0.5,c,12/20/2022,1/17/2023,Winter ,2023,12.25221294
San Pablo,A,0.5,a,12/20/2022,1/17/2023,Winter ,2023,8.806794863
San Pablo,B,0.5,c,12/20/2022,1/17/2023,Winter ,2023,8.014808094
San Pablo,B,0.5,a,12/20/2022,1/17/2023,Winter ,2023,5.889980484
San Pablo,B,0.5,b,12/20/2022,1/17/2023,Winter ,2023,5.690911884
San Pablo,C,0.5,b,12/20/2022,1/17/2023,Winter ,2023,5.312375285
San Pablo,C,0.5,a,12/20/2022,1/17/2023,Winter ,2023,3.554446417
San Pablo,C,0.5,c,12/20/2022,1/17/2023,Winter ,2023,2.679769615
San Pablo,D,0.5,b,12/20/2022,1/17/2023,Winter ,2023,4.525288666
San Pablo,D,0.5,c,12/20/2022,1/17/2023,Winter ,2023,3.621823482
San Pablo,D,0.5,a,12/20/2022,1/17/2023,Winter ,2023,1.334678398
San Pablo,A,2,b,12/20/2022,1/17/2023,Winter ,2023,11.10986543
San Pablo,A,2,a,12/20/2022,1/17/2023,Winter ,2023,9.916678872
San Pablo,A,2,c,12/20/2022,1/17/2023,Winter ,2023,8.583838031
San Pablo,B,2,a,12/20/2022,1/17/2023,Winter ,2023,8.687966222
San Pablo,B,2,c,12/20/2022,1/17/2023,Winter ,2023,7.461703646
San Pablo,B,2,b,12/20/2022,1/17/2023,Winter ,2023,0.865489021
San Pablo,C,2,c,12/20/2022,1/17/2023,Winter ,2023,13.31615804
San Pablo,C,2,a,12/20/2022,1/17/2023,Winter ,2023,6.81243375
San Pablo,C,2,b,12/20/2022,1/17/2023,Winter ,2023,5.40915325
San Pablo,D,2,c,12/20/2022,1/17/2023,Winter ,2023,4.876261921
San Pablo,D,2,b,12/20/2022,1/17/2023,Winter ,2023,3.514632697
San Pablo,D,2,a,12/20/2022,1/17/2023,Winter ,2023,2.96581588
San Pablo,A,6,c,12/20/2022,1/17/2023,Winter ,2023,3.346802555
San Pablo,A,6,b,12/20/2022,1/17/2023,Winter ,2023,2.985416481
San Pablo,A,6,a,12/20/2022,1/17/2023,Winter ,2023,0.186818225
San Pablo,B,6,b,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,B,6,c,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,B,6,a,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,C,6,c,12/20/2022,1/17/2023,Winter ,2023,1.919633823
San Pablo,C,6,a,12/20/2022,1/17/2023,Winter ,2023,0.794436844
San Pablo,C,6,b,12/20/2022,1/17/2023,Winter ,2023,0.619256476
San Pablo,D,6,a,12/20/2022,1/17/2023,Winter ,2023,2.341046736
San Pablo,D,6,b,12/20/2022,1/17/2023,Winter ,2023,1.926371529
San Pablo,D,6,c,12/20/2022,1/17/2023,Winter ,2023,0.516353322
San Pablo,A,9,b,12/20/2022,1/17/2023,Winter ,2023,0.482052271
San Pablo,A,9,c,12/20/2022,1/17/2023,Winter ,2023,0.139654279
San Pablo,A,9,a,12/20/2022,1/17/2023,Winter ,2023,0.042263795
San Pablo,B,9,b,12/20/2022,1/17/2023,Winter ,2023,0.83608812
San Pablo,B,9,c,12/20/2022,1/17/2023,Winter ,2023,0.143329392
San Pablo,B,9,a,12/20/2022,1/17/2023,Winter ,2023,0.045326389
San Pablo,A,12,b,12/20/2022,1/17/2023,Winter ,2023,1.602961619
San Pablo,A,12,a,12/20/2022,1/17/2023,Winter ,2023,0.884477103
San Pablo,A,12,c,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,B,12,a,12/20/2022,1/17/2023,Winter ,2023,0.246232545
San Pablo,B,12,c,12/20/2022,1/17/2023,Winter ,2023,0.083915071
San Pablo,B,12,b,12/20/2022,1/17/2023,Winter ,2023,0.019600601
San Pablo,C,12,c,12/20/2022,1/17/2023,Winter ,2023,0.663970346
San Pablo,C,12,a,12/20/2022,1/17/2023,Winter ,2023,0.336272804
San Pablo,C,12,b,12/20/2022,1/17/2023,Winter ,2023,0.298909159
San Pablo,D,12,a,12/20/2022,1/17/2023,Winter ,2023,2.119314941
San Pablo,D,12,c,12/20/2022,1/17/2023,Winter ,2023,1.086608296
San Pablo,D,12,b,12/20/2022,1/17/2023,Winter ,2023,0.892439847
San Pablo,A,18,b,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,A,18,c,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,A,18,a,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,B,18,b,12/20/2022,1/17/2023,Winter ,2023,11.96739171
San Pablo,B,18,c,12/20/2022,1/17/2023,Winter ,2023,7.982344599
San Pablo,B,18,a,12/20/2022,1/17/2023,Winter ,2023,4.981615149
San Pablo,A,24,b,12/20/2022,1/17/2023,Winter ,2023,1.087833334
San Pablo,A,24,a,12/20/2022,1/17/2023,Winter ,2023,0.252357733
San Pablo,A,24,c,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,B,24,b,12/20/2022,1/17/2023,Winter ,2023,1.781817099
San Pablo,B,24,c,12/20/2022,1/17/2023,Winter ,2023,0.409775057
San Pablo,B,24,a,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,C,24,b,12/20/2022,1/17/2023,Winter ,2023,13.85823715
San Pablo,C,24,c,12/20/2022,1/17/2023,Winter ,2023,10.3048116
San Pablo,C,24,a,12/20/2022,1/17/2023,Winter ,2023,9.256996158
San Pablo,D,24,a,12/20/2022,1/17/2023,Winter ,2023,16.26298584
San Pablo,D,24,b,12/20/2022,1/17/2023,Winter ,2023,16.24869373
San Pablo,D,24,c,12/20/2022,1/17/2023,Winter ,2023,15.00915992
San Pablo,A,48,b,12/20/2022,1/17/2023,Winter ,2023,15.28479337
San Pablo,A,48,a,12/20/2022,1/17/2023,Winter ,2023,12.02190588
San Pablo,A,48,c,12/20/2022,1/17/2023,Winter ,2023,8.99238805
San Pablo,B,48,a,12/20/2022,1/17/2023,Winter ,2023,23.87659414
San Pablo,B,48,b,12/20/2022,1/17/2023,Winter ,2023,22.39001109
San Pablo,B,48,c,12/20/2022,1/17/2023,Winter ,2023,19.27106551
San Pablo,C,48,c,12/20/2022,1/17/2023,Winter ,2023,20.47772749
San Pablo,C,48,a,12/20/2022,1/17/2023,Winter ,2023,17.40533334
San Pablo,C,48,b,12/20/2022,1/17/2023,Winter ,2023,16.37875189
San Pablo,D,48,a,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,D,48,c,12/20/2022,1/17/2023,Winter ,2023,43.03985635
San Pablo,D,48,b,12/20/2022,1/17/2023,Winter ,2023,29.90132875
San Pablo,A,72,b,12/20/2022,1/17/2023,Winter ,2023,6.12205704
San Pablo,A,72,a,12/20/2022,1/17/2023,Winter ,2023,4.019154736
San Pablo,A,72,c,12/20/2022,1/17/2023,Winter ,2023,2.425574326
San Pablo,B,72,b,12/20/2022,1/17/2023,Winter ,2023,1.819793263
San Pablo,B,72,a,12/20/2022,1/17/2023,Winter ,2023,1.380004787
San Pablo,B,72,c,12/20/2022,1/17/2023,Winter ,2023,1.220749907
San Pablo,C,72,c,12/20/2022,1/17/2023,Winter ,2023,3.087707115
San Pablo,C,72,a,12/20/2022,1/17/2023,Winter ,2023,1.616437032
San Pablo,C,72,b,12/20/2022,1/17/2023,Winter ,2023,1.500534869
San Pablo,D,72,a,12/20/2022,1/17/2023,Winter ,2023,5.949394805
San Pablo,D,72,c,12/20/2022,1/17/2023,Winter ,2023,1.251682105
San Pablo,D,72,b,12/20/2022,1/17/2023,Winter ,2023,1.029984339
San Pablo,A,150,b,12/20/2022,1/17/2023,Winter ,2023,2.975139777
San Pablo,A,150,a,12/20/2022,1/17/2023,Winter ,2023,2.899663853
San Pablo,A,150,c,12/20/2022,1/17/2023,Winter ,2023,0.904690222
San Pablo,B,150,a,12/20/2022,1/17/2023,Winter ,2023,4.04568647
San Pablo,B,150,b,12/20/2022,1/17/2023,Winter ,2023,2.153003474
San Pablo,B,150,c,12/20/2022,1/17/2023,Winter ,2023,0.02307154
San Pablo,C,150,b,12/20/2022,1/17/2023,Winter ,2023,1.840006383
San Pablo,C,150,c,12/20/2022,1/17/2023,Winter ,2023,0.735635042
San Pablo,C,150,a,12/20/2022,1/17/2023,Winter ,2023,0.326778763
San Pablo,D,150,a,12/20/2022,1/17/2023,Winter ,2023,0
San Pablo,D,150,b,12/20/2022,1/17/2023,Winter ,2023,5.847716689
San Pablo,D,150,c,12/20/2022,1/17/2023,Winter ,2023,0.037771991
Corte Madera,A,0.5,c,11/30/2022,12/21/2022,Winter ,2022,0
Corte Madera,A,0.5,b,11/30/2022,12/21/2022,Winter ,2022,0.148656375
Corte Madera,A,0.5,a,11/30/2022,12/21/2022,Winter ,2022,0.032671731
Corte Madera,B,0.5,b,11/30/2022,12/21/2022,Winter ,2022,0.149473168
Corte Madera,B,0.5,a,11/30/2022,12/21/2022,Winter ,2022,0.103732745
Corte Madera,B,0.5,c,11/30/2022,12/21/2022,Winter ,2022,0.023687005
Corte Madera,C,0.5,c,11/30/2022,12/21/2022,Winter ,2022,2.541043862
Corte Madera,C,0.5,b,11/30/2022,12/21/2022,Winter ,2022,1.964387813
Corte Madera,C,0.5,a,11/30/2022,12/21/2022,Winter ,2022,1.44899126
Corte Madera,D,0.5,b,11/30/2022,12/21/2022,Winter ,2022,2.617822429
Corte Madera,D,0.5,a,11/30/2022,12/21/2022,Winter ,2022,2.131830434
Corte Madera,D,0.5,c,11/30/2022,12/21/2022,Winter ,2022,2.021563342
Corte Madera,A,2,a,11/30/2022,12/21/2022,Winter ,2022,3.825859675
Corte Madera,A,2,c,11/30/2022,12/21/2022,Winter ,2022,2.39320428
Corte Madera,A,2,b,11/30/2022,12/21/2022,Winter ,2022,1.357510414
Corte Madera,B,2,c,11/30/2022,12/21/2022,Winter ,2022,6.819407008
Corte Madera,B,2,b,11/30/2022,12/21/2022,Winter ,2022,3.074137602
Corte Madera,B,2,a,11/30/2022,12/21/2022,Winter ,2022,1.599462732
Corte Madera,C,2,c,11/30/2022,12/21/2022,Winter ,2022,6.994404966
Corte Madera,C,2,a,11/30/2022,12/21/2022,Winter ,2022,2.967863723
Corte Madera,C,2,b,11/30/2022,12/21/2022,Winter ,2022,2.181654823
Corte Madera,D,2,b,11/30/2022,12/21/2022,Winter ,2022,2.238921107
Corte Madera,D,2,c,11/30/2022,12/21/2022,Winter ,2022,1.944784775
Corte Madera,D,2,a,11/30/2022,12/21/2022,Winter ,2022,1.783059708
Corte Madera,A,6,c,11/30/2022,12/21/2022,Winter ,2022,2.875929102
Corte Madera,A,6,a,11/30/2022,12/21/2022,Winter ,2022,2.273952463
Corte Madera,A,6,b,11/30/2022,12/21/2022,Winter ,2022,1.769174222
Corte Madera,B,6,b,11/30/2022,12/21/2022,Winter ,2022,2.365433309
Corte Madera,B,6,a,11/30/2022,12/21/2022,Winter ,2022,1.70873152
Corte Madera,B,6,c,11/30/2022,12/21/2022,Winter ,2022,1.561708732
Corte Madera,C,6,c,11/30/2022,12/21/2022,Winter ,2022,4.560973618
Corte Madera,C,6,a,11/30/2022,12/21/2022,Winter ,2022,4.127256391
Corte Madera,C,6,b,11/30/2022,12/21/2022,Winter ,2022,3.569386588
Corte Madera,D,6,b,11/30/2022,12/21/2022,Winter ,2022,2.811402434
Corte Madera,D,6,c,11/30/2022,12/21/2022,Winter ,2022,2.518990444
Corte Madera,D,6,a,11/30/2022,12/21/2022,Winter ,2022,2.254349424
Corte Madera,A,12,b,11/30/2022,12/21/2022,Winter ,2022,2.318059299
Corte Madera,A,12,c,11/30/2022,12/21/2022,Winter ,2022,2.247815078
Corte Madera,A,12,a,11/30/2022,12/21/2022,Winter ,2022,1.662174304
Corte Madera,B,12,b,11/30/2022,12/21/2022,Winter ,2022,3.181538753
Corte Madera,B,12,a,11/30/2022,12/21/2022,Winter ,2022,2.012578616
Corte Madera,B,12,c,11/30/2022,12/21/2022,Winter ,2022,1.662174304
Corte Madera,C,12,b,11/30/2022,12/21/2022,Winter ,2022,3.471371396
Corte Madera,C,12,a,11/30/2022,12/21/2022,Winter ,2022,3.393776035
Corte Madera,C,12,c,11/30/2022,12/21/2022,Winter ,2022,2.694600996
Corte Madera,D,12,c,11/30/2022,12/21/2022,Winter ,2022,2.792616189
Corte Madera,D,12,b,11/30/2022,12/21/2022,Winter ,2022,2.250265458
Corte Madera,D,12,a,11/30/2022,12/21/2022,Winter ,2022,2.170219717
Corte Madera,A,24,a,11/30/2022,12/21/2022,Winter ,2022,7.586375888
Corte Madera,A,24,b,11/30/2022,12/21/2022,Winter ,2022,4.761087969
Corte Madera,A,24,c,11/30/2022,12/21/2022,Winter ,2022,3.814424569
Corte Madera,B,24,c,11/30/2022,12/21/2022,Winter ,2022,18.17038308
Corte Madera,B,24,a,11/30/2022,12/21/2022,Winter ,2022,13.77766887
Corte Madera,B,24,b,11/30/2022,12/21/2022,Winter ,2022,3.54978355
Corte Madera,C,24,a,11/30/2022,12/21/2022,Winter ,2022,4.848183925
Corte Madera,C,24,c,11/30/2022,12/21/2022,Winter ,2022,2.777823155
Corte Madera,C,24,b,11/30/2022,12/21/2022,Winter ,2022,1.961937434
Corte Madera,D,24,b,11/30/2022,12/21/2022,Winter ,2022,2.34583027
Corte Madera,D,24,c,11/30/2022,12/21/2022,Winter ,2022,1.688311688
Corte Madera,D,24,a,11/30/2022,12/21/2022,Winter ,2022,1.550273626
Corte Madera,A,48,a,11/30/2022,12/21/2022,Winter ,2022,3.37498979
Corte Madera,A,48,c,11/30/2022,12/21/2022,Winter ,2022,2.983745814
Corte Madera,A,48,b,11/30/2022,12/21/2022,Winter ,2022,1.814097852
Corte Madera,B,48,b,11/30/2022,12/21/2022,Winter ,2022,4.487462223
Corte Madera,B,48,c,11/30/2022,12/21/2022,Winter ,2022,1.58621253
Corte Madera,B,48,a,11/30/2022,12/21/2022,Winter ,2022,1.40651801
Corte Madera,C,48,a,11/30/2022,12/21/2022,Winter ,2022,2.840806992
Corte Madera,C,48,c,11/30/2022,12/21/2022,Winter ,2022,2.736257453
Corte Madera,C,48,b,11/30/2022,12/21/2022,Winter ,2022,1.984807645
Corte Madera,D,48,c,11/30/2022,12/21/2022,Winter ,2022,2.111410602
Corte Madera,D,48,a,11/30/2022,12/21/2022,Winter ,2022,1.727517765
Corte Madera,D,48,b,11/30/2022,12/21/2022,Winter ,2022,1.509433962
San Pablo,A,0.5,b,11/22/2022,12/20/2022,Winter ,2022,102.6789713
San Pablo,A,0.5,c,11/22/2022,12/20/2022,Winter ,2022,55.85007389
San Pablo,A,0.5,a,11/22/2022,12/20/2022,Winter ,2022,22.27547008
San Pablo,B,0.5,b,11/22/2022,12/20/2022,Winter ,2022,38.95313112
San Pablo,B,0.5,c,11/22/2022,12/20/2022,Winter ,2022,29.47562821
San Pablo,B,0.5,a,11/22/2022,12/20/2022,Winter ,2022,1.210949607
San Pablo,C,0.5,b,11/22/2022,12/20/2022,Winter ,2022,291.9435959
San Pablo,C,0.5,c,11/22/2022,12/20/2022,Winter ,2022,286.9478928
San Pablo,C,0.5,a,11/22/2022,12/20/2022,Winter ,2022,239.2510563
San Pablo,D,0.5,c,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,D,0.5,a,11/22/2022,12/20/2022,Winter ,2022,200.1931844
San Pablo,D,0.5,b,11/22/2022,12/20/2022,Winter ,2022,165.636713
San Pablo,A,2,a,11/22/2022,12/20/2022,Winter ,2022,73.98001694
San Pablo,A,2,b,11/22/2022,12/20/2022,Winter ,2022,52.83954414
San Pablo,A,2,c,11/22/2022,12/20/2022,Winter ,2022,30.36133035
San Pablo,B,2,b,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,B,2,a,11/22/2022,12/20/2022,Winter ,2022,30.52548538
San Pablo,B,2,c,11/22/2022,12/20/2022,Winter ,2022,11.83570018
San Pablo,C,2,c,11/22/2022,12/20/2022,Winter ,2022,164.0784653
San Pablo,C,2,a,11/22/2022,12/20/2022,Winter ,2022,108.1702021
San Pablo,C,2,b,11/22/2022,12/20/2022,Winter ,2022,26.66171698
San Pablo,D,2,a,11/22/2022,12/20/2022,Winter ,2022,110.8805977
San Pablo,D,2,b,11/22/2022,12/20/2022,Winter ,2022,91.83432654
San Pablo,D,2,c,11/22/2022,12/20/2022,Winter ,2022,2.303683091
San Pablo,A,6,a,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,A,6,b,11/22/2022,12/20/2022,Winter ,2022,4.275381009
San Pablo,A,6,c,11/22/2022,12/20/2022,Winter ,2022,0.102903153
San Pablo,B,6,c,11/22/2022,12/20/2022,Winter ,2022,2.016411788
San Pablo,B,6,a,11/22/2022,12/20/2022,Winter ,2022,1.038831832
San Pablo,B,6,b,11/22/2022,12/20/2022,Winter ,2022,0.365061186
San Pablo,C,6,a,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,C,6,b,11/22/2022,12/20/2022,Winter ,2022,0.801787069
San Pablo,C,6,c,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,D,6,b,11/22/2022,12/20/2022,Winter ,2022,5.049604733
San Pablo,D,6,a,11/22/2022,12/20/2022,Winter ,2022,1.718727666
San Pablo,D,6,c,11/22/2022,12/20/2022,Winter ,2022,0.964104543
San Pablo,A,12,a,11/22/2022,12/20/2022,Winter ,2022,0.336272804
San Pablo,A,12,c,11/22/2022,12/20/2022,Winter ,2022,0.320959835
San Pablo,A,12,b,11/22/2022,12/20/2022,Winter ,2022,0.278083521
San Pablo,B,12,b,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,B,12,c,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,B,12,a,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,C,12,a,11/22/2022,12/20/2022,Winter ,2022,1.257501033
San Pablo,C,12,c,11/22/2022,12/20/2022,Winter ,2022,1.237287914
San Pablo,C,12,b,11/22/2022,12/20/2022,Winter ,2022,0.06982714
San Pablo,D,12,a,11/22/2022,12/20/2022,Winter ,2022,5.039191914
San Pablo,D,12,c,11/22/2022,12/20/2022,Winter ,2022,2.356359705
San Pablo,D,12,b,11/22/2022,12/20/2022,Winter ,2022,1.240350508
San Pablo,A,24,b,11/22/2022,12/20/2022,Winter ,2022,0.954304242
San Pablo,A,24,a,11/22/2022,12/20/2022,Winter ,2022,0.820775151
San Pablo,A,24,c,11/22/2022,12/20/2022,Winter ,2022,0.624769145
San Pablo,B,24,b,11/22/2022,12/20/2022,Winter ,2022,1.827756007
San Pablo,B,24,a,11/22/2022,12/20/2022,Winter ,2022,1.644612895
San Pablo,B,24,c,11/22/2022,12/20/2022,Winter ,2022,1.370204487
San Pablo,C,24,c,11/22/2022,12/20/2022,Winter ,2022,19.0517838
San Pablo,C,24,a,11/22/2022,12/20/2022,Winter ,2022,7.698748409
San Pablo,C,24,b,11/22/2022,12/20/2022,Winter ,2022,4.517325922
San Pablo,D,24,b,11/22/2022,12/20/2022,Winter ,2022,14.45687216
San Pablo,D,24,a,11/22/2022,12/20/2022,Winter ,2022,5.968382887
San Pablo,D,24,c,11/22/2022,12/20/2022,Winter ,2022,5.870379883
San Pablo,A,48,c,11/22/2022,12/20/2022,Winter ,2022,5.251735927
San Pablo,A,48,a,11/22/2022,12/20/2022,Winter ,2022,3.773115618
San Pablo,A,48,b,11/22/2022,12/20/2022,Winter ,2022,2.75694698
San Pablo,B,48,c,11/22/2022,12/20/2022,Winter ,2022,15.9518263
San Pablo,B,48,a,11/22/2022,12/20/2022,Winter ,2022,6.70340541
San Pablo,B,48,b,11/22/2022,12/20/2022,Winter ,2022,6.101911978
San Pablo,C,48,a,11/22/2022,12/20/2022,Winter ,2022,3.745552273
San Pablo,C,48,c,11/22/2022,12/20/2022,Winter ,2022,3.049730952
San Pablo,C,48,b,11/22/2022,12/20/2022,Winter ,2022,1.455957114
San Pablo,D,48,a,11/22/2022,12/20/2022,Winter ,2022,36.70212465
San Pablo,D,48,b,11/22/2022,12/20/2022,Winter ,2022,24.14548988
San Pablo,D,48,c,11/22/2022,12/20/2022,Winter ,2022,17.19523941
San Pablo,A,72,b,11/22/2022,12/20/2022,Winter ,2022,2.066638327
San Pablo,A,72,a,11/22/2022,12/20/2022,Winter ,2022,1.272814002
San Pablo,A,72,c,11/22/2022,12/20/2022,Winter ,2022,1.228712651
San Pablo,B,72,a,11/22/2022,12/20/2022,Winter ,2022,5.119431873
San Pablo,B,72,b,11/22/2022,12/20/2022,Winter ,2022,1.422881101
San Pablo,B,72,c,11/22/2022,12/20/2022,Winter ,2022,1.389192568
San Pablo,C,72,a,11/22/2022,12/20/2022,Winter ,2022,4.879324515
San Pablo,C,72,c,11/22/2022,12/20/2022,Winter ,2022,3.54342108
San Pablo,C,72,b,11/22/2022,12/20/2022,Winter ,2022,1.680138984
San Pablo,D,72,a,11/22/2022,12/20/2022,Winter ,2022,4.803597852
San Pablo,D,72,c,11/22/2022,12/20/2022,Winter ,2022,3.478422029
San Pablo,D,72,b,11/22/2022,12/20/2022,Winter ,2022,2.685894803
San Pablo,A,150,a,11/22/2022,12/20/2022,Winter ,2022,1.550897523
San Pablo,A,150,c,11/22/2022,12/20/2022,Winter ,2022,1.326715654
San Pablo,A,150,b,11/22/2022,12/20/2022,Winter ,2022,0.954304242
San Pablo,B,150,b,11/22/2022,12/20/2022,Winter ,2022,1.099471191
San Pablo,B,150,a,11/22/2022,12/20/2022,Winter ,2022,0.804849663
San Pablo,B,150,c,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,C,150,a,11/22/2022,12/20/2022,Winter ,2022,0.891214809
San Pablo,C,150,b,11/22/2022,12/20/2022,Winter ,2022,0.758910755
San Pablo,C,150,c,11/22/2022,12/20/2022,Winter ,2022,0
San Pablo,D,150,a,11/22/2022,12/20/2022,Winter ,2022,0.506985388
San Pablo,D,150,c,11/22/2022,12/20/2022,Winter ,2022,0.295846565
San Pablo,D,150,b,11/22/2022,12/20/2022,Winter ,2022,0.247610712
Corte Madera,A,0.5,b,10/25/2022,11/30/2022,Winter ,2022,0.132440169
Corte Madera,A,0.5,a,10/25/2022,11/30/2022,Fall ,2022,0.040494296
Corte Madera,A,0.5,c,10/25/2022,11/30/2022,Fall ,2022,0.039541489
Corte Madera,B,0.5,a,10/25/2022,11/30/2022,Fall ,2022,0
Corte Madera,B,0.5,b,10/25/2022,11/30/2022,Fall ,2022,0
Corte Madera,B,0.5,c,10/25/2022,11/30/2022,Fall ,2022,0
Corte Madera,C,0.5,c,10/25/2022,11/30/2022,Fall ,2022,3.412327735
Corte Madera,C,0.5,b,10/25/2022,11/30/2022,Fall ,2022,2.289806894
Corte Madera,C,0.5,a,10/25/2022,11/30/2022,Fall ,2022,0.95900022
Corte Madera,D,0.5,a,10/25/2022,11/30/2022,Fall ,2022,3.973205083
Corte Madera,D,0.5,b,10/25/2022,11/30/2022,Fall ,2022,3.246689765
Corte Madera,D,0.5,c,10/25/2022,11/30/2022,Fall ,2022,2.481585764
Corte Madera,A,2,b,10/25/2022,11/30/2022,Fall ,2022,2.906537675
Corte Madera,A,2,c,10/25/2022,11/30/2022,Fall ,2022,1.835423835
Corte Madera,A,2,a,10/25/2022,11/30/2022,Fall ,2022,1.657725334
Corte Madera,B,2,b,10/25/2022,11/30/2022,Fall ,2022,4.128036216
Corte Madera,B,2,c,10/25/2022,11/30/2022,Fall ,2022,3.379129934
Corte Madera,B,2,a,10/25/2022,11/30/2022,Fall ,2022,1.732203079
Corte Madera,C,2,a,10/25/2022,11/30/2022,Fall ,2022,0
Corte Madera,C,2,c,10/25/2022,11/30/2022,Fall ,2022,3.322014449
Corte Madera,C,2,b,10/25/2022,11/30/2022,Fall ,2022,2.26620124
Corte Madera,D,2,a,10/25/2022,11/30/2022,Fall ,2022,4.039425167
Corte Madera,D,2,c,10/25/2022,11/30/2022,Fall ,2022,2.991337496
Corte Madera,D,2,b,10/25/2022,11/30/2022,Fall ,2022,2.25005367
Corte Madera,A,6,b,10/25/2022,11/30/2022,Fall ,2022,5.775915878
Corte Madera,A,6,c,10/25/2022,11/30/2022,Fall ,2022,1.648832469
Corte Madera,A,6,a,10/25/2022,11/30/2022,Fall ,2022,1.404913883
